in s,C2 in V
-1.000648E-04,1.22070E-01
-1.000616E-04,1.22070E-01
-1.000584E-04,1.41602E-01
-1.000552E-04,1.31836E-01
-1.000520E-04,1.41602E-01
-1.000488E-04,1.12305E-01
-1.000456E-04,1.31836E-01
-1.000424E-04,1.70898E-01
-1.000392E-04,1.41602E-01
-1.000360E-04,1.12305E-01
-1.000328E-04,1.31836E-01
-1.000296E-04,1.12305E-01
-1.000264E-04,1.41602E-01
-1.000232E-04,1.12305E-01
-1.000200E-04,1.41602E-01
-1.000168E-04,1.41602E-01
-1.000136E-04,1.70898E-01
-1.000104E-04,1.22070E-01
-1.000072E-04,1.51367E-01
-1.000040E-04,1.12305E-01
-1.000008E-04,1.41602E-01
-9.999760E-05,1.22070E-01
-9.999440E-05,1.22070E-01
-9.999120E-05,1.41602E-01
-9.998800E-05,1.41602E-01
-9.998480E-05,1.41602E-01
-9.998160E-05,1.02539E-01
-9.997840E-05,1.02539E-01
-9.997520E-05,1.12305E-01
-9.997200E-05,1.12305E-01
-9.996880E-05,1.31836E-01
-9.996560E-05,1.22070E-01
-9.996240E-05,1.41602E-01
-9.995920E-05,9.27734E-02
-9.995600E-05,1.51367E-01
-9.995280E-05,1.31836E-01
-9.994960E-05,1.51367E-01
-9.994640E-05,1.12305E-01
-9.994320E-05,1.41602E-01
-9.994000E-05,1.41602E-01
-9.993680E-05,1.51367E-01
-9.993360E-05,1.02539E-01
-9.993040E-05,1.31836E-01
-9.992720E-05,1.41602E-01
-9.992400E-05,1.41602E-01
-9.992080E-05,1.12305E-01
-9.991760E-05,1.51367E-01
-9.991440E-05,1.22070E-01
-9.991120E-05,1.12305E-01
-9.990800E-05,1.31836E-01
-9.990480E-05,1.51367E-01
-9.990160E-05,1.12305E-01
-9.989840E-05,1.51367E-01
-9.989520E-05,9.27734E-02
-9.989200E-05,1.41602E-01
-9.988880E-05,1.12305E-01
-9.988560E-05,1.31836E-01
-9.988240E-05,1.31836E-01
-9.987920E-05,1.22070E-01
-9.987600E-05,1.22070E-01
-9.987280E-05,1.41602E-01
-9.986960E-05,1.31836E-01
-9.986640E-05,1.41602E-01
-9.986320E-05,1.41602E-01
-9.986000E-05,1.31836E-01
-9.985680E-05,1.22070E-01
-9.985360E-05,1.22070E-01
-9.985040E-05,1.31836E-01
-9.984720E-05,1.41602E-01
-9.984400E-05,1.12305E-01
-9.984080E-05,1.41602E-01
-9.983760E-05,1.70898E-01
-9.983440E-05,1.80664E-01
-9.983120E-05,1.12305E-01
-9.982800E-05,1.41602E-01
-9.982480E-05,1.31836E-01
-9.982160E-05,1.41602E-01
-9.981840E-05,1.31836E-01
-9.981520E-05,1.61133E-01
-9.981200E-05,1.22070E-01
-9.980880E-05,1.31836E-01
-9.980560E-05,1.22070E-01
-9.980240E-05,1.31836E-01
-9.979920E-05,1.31836E-01
-9.979600E-05,9.27734E-02
-9.979280E-05,1.12305E-01
-9.978960E-05,1.61133E-01
-9.978640E-05,1.22070E-01
-9.978320E-05,1.22070E-01
-9.978000E-05,1.12305E-01
-9.977680E-05,1.12305E-01
-9.977360E-05,1.31836E-01
-9.977040E-05,1.02539E-01
-9.976720E-05,1.41602E-01
-9.976400E-05,1.80664E-01
-9.976080E-05,1.41602E-01
-9.975760E-05,1.12305E-01
-9.975440E-05,1.41602E-01
-9.975120E-05,1.22070E-01
-9.974800E-05,1.31836E-01
-9.974480E-05,1.41602E-01
-9.974160E-05,1.41602E-01
-9.973840E-05,1.51367E-01
-9.973520E-05,1.12305E-01
-9.973200E-05,1.61133E-01
-9.972880E-05,1.12305E-01
-9.972560E-05,1.41602E-01
-9.972240E-05,1.22070E-01
-9.971920E-05,1.02539E-01
-9.971600E-05,1.41602E-01
-9.971280E-05,1.12305E-01
-9.970960E-05,1.41602E-01
-9.970640E-05,1.41602E-01
-9.970320E-05,1.41602E-01
-9.970000E-05,9.27734E-02
-9.969680E-05,1.22070E-01
-9.969360E-05,1.61133E-01
-9.969040E-05,1.02539E-01
-9.968720E-05,1.70898E-01
-9.968400E-05,1.41602E-01
-9.968080E-05,1.41602E-01
-9.967760E-05,1.41602E-01
-9.967440E-05,1.41602E-01
-9.967120E-05,1.22070E-01
-9.966800E-05,1.41602E-01
-9.966480E-05,1.61133E-01
-9.966160E-05,1.51367E-01
-9.965840E-05,1.51367E-01
-9.965520E-05,1.41602E-01
-9.965200E-05,1.31836E-01
-9.964880E-05,1.41602E-01
-9.964560E-05,1.12305E-01
-9.964240E-05,1.41602E-01
-9.963920E-05,1.31836E-01
-9.963600E-05,1.12305E-01
-9.963280E-05,1.22070E-01
-9.962960E-05,1.31836E-01
-9.962640E-05,1.31836E-01
-9.962320E-05,1.41602E-01
-9.962000E-05,1.12305E-01
-9.961680E-05,1.22070E-01
-9.961360E-05,1.41602E-01
-9.961040E-05,1.12305E-01
-9.960720E-05,1.41602E-01
-9.960400E-05,1.41602E-01
-9.960080E-05,1.61133E-01
-9.959760E-05,1.12305E-01
-9.959440E-05,1.70898E-01
-9.959120E-05,1.41602E-01
-9.958800E-05,1.12305E-01
-9.958480E-05,1.51367E-01
-9.958160E-05,1.31836E-01
-9.957840E-05,1.31836E-01
-9.957520E-05,1.41602E-01
-9.957200E-05,1.31836E-01
-9.956880E-05,1.12305E-01
-9.956560E-05,1.41602E-01
-9.956240E-05,1.41602E-01
-9.955920E-05,1.61133E-01
-9.955600E-05,1.31836E-01
-9.955280E-05,1.12305E-01
-9.954960E-05,1.51367E-01
-9.954640E-05,1.51367E-01
-9.954320E-05,9.27734E-02
-9.954000E-05,1.22070E-01
-9.953680E-05,1.41602E-01
-9.953360E-05,1.31836E-01
-9.953040E-05,1.61133E-01
-9.952720E-05,1.51367E-01
-9.952400E-05,1.12305E-01
-9.952080E-05,1.41602E-01
-9.951760E-05,1.22070E-01
-9.951440E-05,1.41602E-01
-9.951120E-05,1.02539E-01
-9.950800E-05,1.31836E-01
-9.950480E-05,1.22070E-01
-9.950160E-05,1.41602E-01
-9.949840E-05,1.22070E-01
-9.949520E-05,1.22070E-01
-9.949200E-05,1.22070E-01
-9.948880E-05,1.41602E-01
-9.948560E-05,1.12305E-01
-9.948240E-05,1.12305E-01
-9.947920E-05,1.31836E-01
-9.947600E-05,1.22070E-01
-9.947280E-05,1.31836E-01
-9.946960E-05,1.41602E-01
-9.946640E-05,1.31836E-01
-9.946320E-05,1.12305E-01
-9.946000E-05,1.41602E-01
-9.945680E-05,1.41602E-01
-9.945360E-05,1.41602E-01
-9.945040E-05,1.41602E-01
-9.944720E-05,1.31836E-01
-9.944400E-05,1.12305E-01
-9.944080E-05,1.31836E-01
-9.943760E-05,1.61133E-01
-9.943440E-05,1.02539E-01
-9.943120E-05,1.61133E-01
-9.942800E-05,1.02539E-01
-9.942480E-05,1.51367E-01
-9.942160E-05,1.41602E-01
-9.941840E-05,1.31836E-01
-9.941520E-05,1.41602E-01
-9.941200E-05,1.51367E-01
-9.940880E-05,1.51367E-01
-9.940560E-05,1.22070E-01
-9.940240E-05,8.30078E-02
-9.939920E-05,1.41602E-01
-9.939600E-05,1.41602E-01
-9.939280E-05,1.51367E-01
-9.938960E-05,1.22070E-01
-9.938640E-05,1.41602E-01
-9.938320E-05,1.12305E-01
-9.938000E-05,1.41602E-01
-9.937680E-05,1.02539E-01
-9.937360E-05,1.12305E-01
-9.937040E-05,1.41602E-01
-9.936720E-05,1.61133E-01
-9.936400E-05,1.31836E-01
-9.936080E-05,1.31836E-01
-9.935760E-05,1.41602E-01
-9.935440E-05,9.27734E-02
-9.935120E-05,1.31836E-01
-9.934800E-05,1.12305E-01
-9.934480E-05,1.31836E-01
-9.934160E-05,1.12305E-01
-9.933840E-05,1.12305E-01
-9.933520E-05,1.31836E-01
-9.933200E-05,1.31836E-01
-9.932880E-05,1.41602E-01
-9.932560E-05,1.22070E-01
-9.932240E-05,1.31836E-01
-9.931920E-05,1.22070E-01
-9.931600E-05,1.31836E-01
-9.931280E-05,1.31836E-01
-9.930960E-05,1.12305E-01
-9.930640E-05,1.51367E-01
-9.930320E-05,1.22070E-01
-9.930000E-05,1.31836E-01
-9.929680E-05,1.31836E-01
-9.929360E-05,1.02539E-01
-9.929040E-05,1.51367E-01
-9.928720E-05,1.31836E-01
-9.928400E-05,1.02539E-01
-9.928080E-05,1.41602E-01
-9.927760E-05,1.12305E-01
-9.927440E-05,1.22070E-01
-9.927120E-05,1.61133E-01
-9.926800E-05,1.22070E-01
-9.926480E-05,1.41602E-01
-9.926160E-05,1.22070E-01
-9.925840E-05,9.27734E-02
-9.925520E-05,1.12305E-01
-9.925200E-05,1.41602E-01
-9.924880E-05,1.22070E-01
-9.924560E-05,1.41602E-01
-9.924240E-05,1.12305E-01
-9.923920E-05,1.41602E-01
-9.923600E-05,1.41602E-01
-9.923280E-05,1.12305E-01
-9.922960E-05,1.12305E-01
-9.922640E-05,1.41602E-01
-9.922320E-05,1.31836E-01
-9.922000E-05,1.12305E-01
-9.921680E-05,1.41602E-01
-9.921360E-05,1.22070E-01
-9.921040E-05,1.02539E-01
-9.920720E-05,1.02539E-01
-9.920400E-05,1.12305E-01
-9.920080E-05,9.27734E-02
-9.919760E-05,1.22070E-01
-9.919440E-05,1.61133E-01
-9.919120E-05,1.12305E-01
-9.918800E-05,1.12305E-01
-9.918480E-05,1.12305E-01
-9.918160E-05,1.41602E-01
-9.917840E-05,1.41602E-01
-9.917520E-05,1.61133E-01
-9.917200E-05,1.02539E-01
-9.916880E-05,1.41602E-01
-9.916560E-05,1.22070E-01
-9.916240E-05,1.41602E-01
-9.915920E-05,1.41602E-01
-9.915600E-05,1.31836E-01
-9.915280E-05,1.12305E-01
-9.914960E-05,1.31836E-01
-9.914640E-05,1.41602E-01
-9.914320E-05,1.22070E-01
-9.914000E-05,1.12305E-01
-9.913680E-05,1.02539E-01
-9.913360E-05,1.22070E-01
-9.913040E-05,1.80664E-01
-9.912720E-05,1.41602E-01
-9.912400E-05,1.41602E-01
-9.912080E-05,1.70898E-01
-9.911760E-05,1.61133E-01
-9.911440E-05,1.22070E-01
-9.911120E-05,1.41602E-01
-9.910800E-05,1.41602E-01
-9.910480E-05,1.41602E-01
-9.910160E-05,1.41602E-01
-9.909840E-05,1.41602E-01
-9.909520E-05,1.41602E-01
-9.909200E-05,1.31836E-01
-9.908880E-05,1.22070E-01
-9.908560E-05,8.30078E-02
-9.908240E-05,1.41602E-01
-9.907920E-05,1.02539E-01
-9.907600E-05,1.22070E-01
-9.907280E-05,1.12305E-01
-9.906960E-05,1.12305E-01
-9.906640E-05,1.51367E-01
-9.906320E-05,1.31836E-01
-9.906000E-05,1.31836E-01
-9.905680E-05,1.02539E-01
-9.905360E-05,1.31836E-01
-9.905040E-05,1.41602E-01
-9.904720E-05,1.22070E-01
-9.904400E-05,1.22070E-01
-9.904080E-05,1.31836E-01
-9.903760E-05,1.41602E-01
-9.903440E-05,1.12305E-01
-9.903120E-05,1.41602E-01
-9.902800E-05,1.31836E-01
-9.902480E-05,1.51367E-01
-9.902160E-05,1.12305E-01
-9.901840E-05,1.41602E-01
-9.901520E-05,1.22070E-01
-9.901200E-05,1.41602E-01
-9.900880E-05,1.22070E-01
-9.900560E-05,1.41602E-01
-9.900240E-05,1.41602E-01
-9.899920E-05,1.12305E-01
-9.899600E-05,1.41602E-01
-9.899280E-05,1.31836E-01
-9.898960E-05,1.31836E-01
-9.898640E-05,1.12305E-01
-9.898320E-05,1.31836E-01
-9.898000E-05,1.41602E-01
-9.897680E-05,1.12305E-01
-9.897360E-05,1.22070E-01
-9.897040E-05,1.41602E-01
-9.896720E-05,1.31836E-01
-9.896400E-05,1.41602E-01
-9.896080E-05,1.12305E-01
-9.895760E-05,1.12305E-01
-9.895440E-05,1.22070E-01
-9.895120E-05,1.61133E-01
-9.894800E-05,1.41602E-01
-9.894480E-05,1.12305E-01
-9.894160E-05,1.41602E-01
-9.893840E-05,1.51367E-01
-9.893520E-05,1.12305E-01
-9.893200E-05,1.22070E-01
-9.892880E-05,1.02539E-01
-9.892560E-05,1.41602E-01
-9.892240E-05,1.31836E-01
-9.891920E-05,1.31836E-01
-9.891600E-05,1.41602E-01
-9.891280E-05,1.51367E-01
-9.890960E-05,1.22070E-01
-9.890640E-05,1.41602E-01
-9.890320E-05,1.51367E-01
-9.890000E-05,1.31836E-01
-9.889680E-05,1.31836E-01
-9.889360E-05,1.31836E-01
-9.889040E-05,1.12305E-01
-9.888720E-05,1.41602E-01
-9.888400E-05,1.12305E-01
-9.888080E-05,1.61133E-01
-9.887760E-05,1.31836E-01
-9.887440E-05,1.12305E-01
-9.887120E-05,1.12305E-01
-9.886800E-05,1.22070E-01
-9.886480E-05,1.31836E-01
-9.886160E-05,1.31836E-01
-9.885840E-05,1.41602E-01
-9.885520E-05,1.31836E-01
-9.885200E-05,1.12305E-01
-9.884880E-05,1.41602E-01
-9.884560E-05,1.12305E-01
-9.884240E-05,1.41602E-01
-9.883920E-05,1.31836E-01
-9.883600E-05,1.22070E-01
-9.883280E-05,1.61133E-01
-9.882960E-05,1.41602E-01
-9.882640E-05,1.31836E-01
-9.882320E-05,1.31836E-01
-9.882000E-05,1.31836E-01
-9.881680E-05,1.31836E-01
-9.881360E-05,1.22070E-01
-9.881040E-05,1.31836E-01
-9.880720E-05,1.12305E-01
-9.880400E-05,1.41602E-01
-9.880080E-05,1.12305E-01
-9.879760E-05,1.02539E-01
-9.879440E-05,1.31836E-01
-9.879120E-05,1.41602E-01
-9.878800E-05,1.02539E-01
-9.878480E-05,1.41602E-01
-9.878160E-05,1.31836E-01
-9.877840E-05,1.41602E-01
-9.877520E-05,1.12305E-01
-9.877200E-05,1.31836E-01
-9.876880E-05,1.41602E-01
-9.876560E-05,1.22070E-01
-9.876240E-05,1.12305E-01
-9.875920E-05,1.41602E-01
-9.875600E-05,1.41602E-01
-9.875280E-05,1.41602E-01
-9.874960E-05,1.22070E-01
-9.874640E-05,1.51367E-01
-9.874320E-05,1.41602E-01
-9.874000E-05,1.41602E-01
-9.873680E-05,1.41602E-01
-9.873360E-05,1.51367E-01
-9.873040E-05,1.41602E-01
-9.872720E-05,1.31836E-01
-9.872400E-05,9.27734E-02
-9.872080E-05,1.02539E-01
-9.871760E-05,1.51367E-01
-9.871440E-05,1.41602E-01
-9.871120E-05,1.12305E-01
-9.870800E-05,1.22070E-01
-9.870480E-05,1.12305E-01
-9.870160E-05,1.02539E-01
-9.869840E-05,1.41602E-01
-9.869520E-05,1.12305E-01
-9.869200E-05,1.22070E-01
-9.868880E-05,1.41602E-01
-9.868560E-05,1.22070E-01
-9.868240E-05,1.31836E-01
-9.867920E-05,1.41602E-01
-9.867600E-05,1.31836E-01
-9.867280E-05,1.12305E-01
-9.866960E-05,1.22070E-01
-9.866640E-05,1.51367E-01
-9.866320E-05,1.41602E-01
-9.866000E-05,1.61133E-01
-9.865680E-05,1.61133E-01
-9.865360E-05,1.31836E-01
-9.865040E-05,1.02539E-01
-9.864720E-05,1.41602E-01
-9.864400E-05,1.51367E-01
-9.864080E-05,1.12305E-01
-9.863760E-05,1.41602E-01
-9.863440E-05,1.80664E-01
-9.863120E-05,1.31836E-01
-9.862800E-05,1.12305E-01
-9.862480E-05,1.12305E-01
-9.862160E-05,1.02539E-01
-9.861840E-05,1.41602E-01
-9.861520E-05,9.27734E-02
-9.861200E-05,1.22070E-01
-9.860880E-05,1.22070E-01
-9.860560E-05,1.41602E-01
-9.860240E-05,1.22070E-01
-9.859920E-05,1.41602E-01
-9.859600E-05,8.30078E-02
-9.859280E-05,1.41602E-01
-9.858960E-05,1.41602E-01
-9.858640E-05,1.41602E-01
-9.858320E-05,1.22070E-01
-9.858000E-05,1.41602E-01
-9.857680E-05,1.22070E-01
-9.857360E-05,1.41602E-01
-9.857040E-05,1.22070E-01
-9.856720E-05,1.51367E-01
-9.856400E-05,1.41602E-01
-9.856080E-05,1.12305E-01
-9.855760E-05,1.41602E-01
-9.855440E-05,1.31836E-01
-9.855120E-05,1.41602E-01
-9.854800E-05,1.61133E-01
-9.854480E-05,1.12305E-01
-9.854160E-05,1.41602E-01
-9.853840E-05,1.61133E-01
-9.853520E-05,1.22070E-01
-9.853200E-05,1.12305E-01
-9.852880E-05,1.51367E-01
-9.852560E-05,1.02539E-01
-9.852240E-05,1.22070E-01
-9.851920E-05,1.41602E-01
-9.851600E-05,1.22070E-01
-9.851280E-05,1.31836E-01
-9.850960E-05,1.41602E-01
-9.850640E-05,1.41602E-01
-9.850320E-05,1.41602E-01
-9.850000E-05,1.41602E-01
-9.849680E-05,1.61133E-01
-9.849360E-05,1.12305E-01
-9.849040E-05,1.41602E-01
-9.848720E-05,1.41602E-01
-9.848400E-05,1.51367E-01
-9.848080E-05,1.12305E-01
-9.847760E-05,1.41602E-01
-9.847440E-05,1.31836E-01
-9.847120E-05,1.41602E-01
-9.846800E-05,1.12305E-01
-9.846480E-05,1.41602E-01
-9.846160E-05,1.02539E-01
-9.845840E-05,1.41602E-01
-9.845520E-05,1.22070E-01
-9.845200E-05,1.51367E-01
-9.844880E-05,1.22070E-01
-9.844560E-05,1.22070E-01
-9.844240E-05,1.31836E-01
-9.843920E-05,1.41602E-01
-9.843600E-05,1.22070E-01
-9.843280E-05,1.41602E-01
-9.842960E-05,1.70898E-01
-9.842640E-05,1.41602E-01
-9.842320E-05,1.12305E-01
-9.842000E-05,1.02539E-01
-9.841680E-05,1.51367E-01
-9.841360E-05,1.51367E-01
-9.841040E-05,9.27734E-02
-9.840720E-05,1.61133E-01
-9.840400E-05,1.12305E-01
-9.840080E-05,1.12305E-01
-9.839760E-05,1.31836E-01
-9.839440E-05,1.61133E-01
-9.839120E-05,1.22070E-01
-9.838800E-05,1.41602E-01
-9.838480E-05,1.70898E-01
-9.838160E-05,1.31836E-01
-9.837840E-05,1.41602E-01
-9.837520E-05,1.41602E-01
-9.837200E-05,1.12305E-01
-9.836880E-05,1.12305E-01
-9.836560E-05,1.31836E-01
-9.836240E-05,1.41602E-01
-9.835920E-05,1.31836E-01
-9.835600E-05,1.12305E-01
-9.835280E-05,1.12305E-01
-9.834960E-05,1.41602E-01
-9.834640E-05,1.31836E-01
-9.834320E-05,1.51367E-01
-9.834000E-05,1.31836E-01
-9.833680E-05,1.22070E-01
-9.833360E-05,1.22070E-01
-9.833040E-05,1.41602E-01
-9.832720E-05,1.22070E-01
-9.832400E-05,1.31836E-01
-9.832080E-05,1.22070E-01
-9.831760E-05,1.51367E-01
-9.831440E-05,1.22070E-01
-9.831120E-05,1.70898E-01
-9.830800E-05,1.22070E-01
-9.830480E-05,1.22070E-01
-9.830160E-05,1.51367E-01
-9.829840E-05,1.41602E-01
-9.829520E-05,1.31836E-01
-9.829200E-05,1.12305E-01
-9.828880E-05,1.22070E-01
-9.828560E-05,1.41602E-01
-9.828240E-05,1.12305E-01
-9.827920E-05,9.27734E-02
-9.827600E-05,1.41602E-01
-9.827280E-05,1.51367E-01
-9.826960E-05,1.12305E-01
-9.826640E-05,1.22070E-01
-9.826320E-05,1.12305E-01
-9.826000E-05,1.22070E-01
-9.825680E-05,1.31836E-01
-9.825360E-05,1.51367E-01
-9.825040E-05,1.41602E-01
-9.824720E-05,1.22070E-01
-9.824400E-05,1.41602E-01
-9.824080E-05,1.22070E-01
-9.823760E-05,1.41602E-01
-9.823440E-05,1.61133E-01
-9.823120E-05,1.12305E-01
-9.822800E-05,1.02539E-01
-9.822480E-05,1.02539E-01
-9.822160E-05,1.41602E-01
-9.821840E-05,1.22070E-01
-9.821520E-05,1.02539E-01
-9.821200E-05,1.70898E-01
-9.820880E-05,1.31836E-01
-9.820560E-05,1.12305E-01
-9.820240E-05,1.31836E-01
-9.819920E-05,1.12305E-01
-9.819600E-05,1.31836E-01
-9.819280E-05,1.41602E-01
-9.818960E-05,1.41602E-01
-9.818640E-05,1.22070E-01
-9.818320E-05,1.31836E-01
-9.818000E-05,1.31836E-01
-9.817680E-05,1.31836E-01
-9.817360E-05,9.27734E-02
-9.817040E-05,1.41602E-01
-9.816720E-05,1.41602E-01
-9.816400E-05,1.51367E-01
-9.816080E-05,1.22070E-01
-9.815760E-05,1.51367E-01
-9.815440E-05,1.12305E-01
-9.815120E-05,1.41602E-01
-9.814800E-05,1.12305E-01
-9.814480E-05,1.41602E-01
-9.814160E-05,1.12305E-01
-9.813840E-05,1.41602E-01
-9.813520E-05,1.41602E-01
-9.813200E-05,1.41602E-01
-9.812880E-05,1.41602E-01
-9.812560E-05,1.41602E-01
-9.812240E-05,1.41602E-01
-9.811920E-05,1.12305E-01
-9.811600E-05,1.31836E-01
-9.811280E-05,1.31836E-01
-9.810960E-05,1.02539E-01
-9.810640E-05,1.12305E-01
-9.810320E-05,1.12305E-01
-9.810000E-05,1.41602E-01
-9.809680E-05,1.12305E-01
-9.809360E-05,1.51367E-01
-9.809040E-05,1.31836E-01
-9.808720E-05,1.22070E-01
-9.808400E-05,1.22070E-01
-9.808080E-05,1.41602E-01
-9.807760E-05,1.12305E-01
-9.807440E-05,1.51367E-01
-9.807120E-05,1.31836E-01
-9.806800E-05,1.41602E-01
-9.806480E-05,1.22070E-01
-9.806160E-05,1.51367E-01
-9.805840E-05,1.41602E-01
-9.805520E-05,1.22070E-01
-9.805200E-05,1.22070E-01
-9.804880E-05,1.22070E-01
-9.804560E-05,1.41602E-01
-9.804240E-05,1.22070E-01
-9.803920E-05,1.31836E-01
-9.803600E-05,1.31836E-01
-9.803280E-05,1.51367E-01
-9.802960E-05,1.22070E-01
-9.802640E-05,1.41602E-01
-9.802320E-05,1.31836E-01
-9.802000E-05,1.31836E-01
-9.801680E-05,1.41602E-01
-9.801360E-05,1.31836E-01
-9.801040E-05,1.70898E-01
-9.800720E-05,1.12305E-01
-9.800400E-05,1.61133E-01
-9.800080E-05,1.22070E-01
-9.799760E-05,1.41602E-01
-9.799440E-05,1.12305E-01
-9.799120E-05,1.41602E-01
-9.798800E-05,1.31836E-01
-9.798480E-05,1.41602E-01
-9.798160E-05,1.12305E-01
-9.797840E-05,1.31836E-01
-9.797520E-05,1.12305E-01
-9.797200E-05,1.02539E-01
-9.796880E-05,1.12305E-01
-9.796560E-05,1.41602E-01
-9.796240E-05,1.41602E-01
-9.795920E-05,1.41602E-01
-9.795600E-05,1.41602E-01
-9.795280E-05,1.31836E-01
-9.794960E-05,1.12305E-01
-9.794640E-05,1.12305E-01
-9.794320E-05,1.31836E-01
-9.794000E-05,1.31836E-01
-9.793680E-05,1.51367E-01
-9.793360E-05,1.02539E-01
-9.793040E-05,1.31836E-01
-9.792720E-05,1.22070E-01
-9.792400E-05,1.41602E-01
-9.792080E-05,1.31836E-01
-9.791760E-05,1.12305E-01
-9.791440E-05,1.22070E-01
-9.791120E-05,1.12305E-01
-9.790800E-05,9.27734E-02
-9.790480E-05,1.12305E-01
-9.790160E-05,1.12305E-01
-9.789840E-05,1.12305E-01
-9.789520E-05,1.12305E-01
-9.789200E-05,1.12305E-01
-9.788880E-05,1.12305E-01
-9.788560E-05,1.12305E-01
-9.788240E-05,1.22070E-01
-9.787920E-05,1.41602E-01
-9.787600E-05,1.41602E-01
-9.787280E-05,1.41602E-01
-9.786960E-05,1.12305E-01
-9.786640E-05,1.51367E-01
-9.786320E-05,1.51367E-01
-9.786000E-05,1.41602E-01
-9.785680E-05,1.12305E-01
-9.785360E-05,1.51367E-01
-9.785040E-05,1.41602E-01
-9.784720E-05,9.27734E-02
-9.784400E-05,1.12305E-01
-9.784080E-05,1.02539E-01
-9.783760E-05,1.22070E-01
-9.783440E-05,1.12305E-01
-9.783120E-05,1.12305E-01
-9.782800E-05,1.61133E-01
-9.782480E-05,1.31836E-01
-9.782160E-05,1.02539E-01
-9.781840E-05,1.41602E-01
-9.781520E-05,1.02539E-01
-9.781200E-05,1.41602E-01
-9.780880E-05,1.12305E-01
-9.780560E-05,1.31836E-01
-9.780240E-05,1.51367E-01
-9.779920E-05,1.41602E-01
-9.779600E-05,1.12305E-01
-9.779280E-05,1.02539E-01
-9.778960E-05,1.22070E-01
-9.778640E-05,1.31836E-01
-9.778320E-05,1.12305E-01
-9.778000E-05,1.41602E-01
-9.777680E-05,1.22070E-01
-9.777360E-05,1.12305E-01
-9.777040E-05,1.12305E-01
-9.776720E-05,1.41602E-01
-9.776400E-05,1.51367E-01
-9.776080E-05,1.22070E-01
-9.775760E-05,1.41602E-01
-9.775440E-05,1.41602E-01
-9.775120E-05,1.31836E-01
-9.774800E-05,1.31836E-01
-9.774480E-05,1.41602E-01
-9.774160E-05,1.12305E-01
-9.773840E-05,1.22070E-01
-9.773520E-05,1.70898E-01
-9.773200E-05,1.12305E-01
-9.772880E-05,1.41602E-01
-9.772560E-05,1.12305E-01
-9.772240E-05,1.61133E-01
-9.771920E-05,1.41602E-01
-9.771600E-05,1.51367E-01
-9.771280E-05,1.02539E-01
-9.770960E-05,1.31836E-01
-9.770640E-05,1.12305E-01
-9.770320E-05,1.51367E-01
-9.770000E-05,1.22070E-01
-9.769680E-05,1.41602E-01
-9.769360E-05,1.41602E-01
-9.769040E-05,8.30078E-02
-9.768720E-05,1.31836E-01
-9.768400E-05,1.22070E-01
-9.768080E-05,1.41602E-01
-9.767760E-05,1.31836E-01
-9.767440E-05,1.12305E-01
-9.767120E-05,1.31836E-01
-9.766800E-05,1.31836E-01
-9.766480E-05,1.41602E-01
-9.766160E-05,1.41602E-01
-9.765840E-05,1.61133E-01
-9.765520E-05,1.41602E-01
-9.765200E-05,1.31836E-01
-9.764880E-05,1.41602E-01
-9.764560E-05,1.31836E-01
-9.764240E-05,1.12305E-01
-9.763920E-05,1.41602E-01
-9.763600E-05,1.22070E-01
-9.763280E-05,9.27734E-02
-9.762960E-05,1.31836E-01
-9.762640E-05,1.02539E-01
-9.762320E-05,1.41602E-01
-9.762000E-05,1.22070E-01
-9.761680E-05,1.31836E-01
-9.761360E-05,1.12305E-01
-9.761040E-05,1.22070E-01
-9.760720E-05,1.31836E-01
-9.760400E-05,1.61133E-01
-9.760080E-05,1.22070E-01
-9.759760E-05,1.41602E-01
-9.759440E-05,1.31836E-01
-9.759120E-05,1.12305E-01
-9.758800E-05,1.61133E-01
-9.758480E-05,1.41602E-01
-9.758160E-05,1.31836E-01
-9.757840E-05,1.41602E-01
-9.757520E-05,1.31836E-01
-9.757200E-05,1.31836E-01
-9.756880E-05,8.30078E-02
-9.756560E-05,1.41602E-01
-9.756240E-05,1.31836E-01
-9.755920E-05,1.22070E-01
-9.755600E-05,1.51367E-01
-9.755280E-05,1.41602E-01
-9.754960E-05,1.22070E-01
-9.754640E-05,1.41602E-01
-9.754320E-05,1.41602E-01
-9.754000E-05,1.41602E-01
-9.753680E-05,1.12305E-01
-9.753360E-05,1.02539E-01
-9.753040E-05,1.51367E-01
-9.752720E-05,1.12305E-01
-9.752400E-05,1.22070E-01
-9.752080E-05,1.41602E-01
-9.751760E-05,1.41602E-01
-9.751440E-05,1.02539E-01
-9.751120E-05,1.31836E-01
-9.750800E-05,1.22070E-01
-9.750480E-05,1.02539E-01
-9.750160E-05,1.41602E-01
-9.749840E-05,1.22070E-01
-9.749520E-05,1.22070E-01
-9.749200E-05,1.22070E-01
-9.748880E-05,1.22070E-01
-9.748560E-05,1.31836E-01
-9.748240E-05,1.22070E-01
-9.747920E-05,1.41602E-01
-9.747600E-05,1.12305E-01
-9.747280E-05,1.31836E-01
-9.746960E-05,1.31836E-01
-9.746640E-05,1.12305E-01
-9.746320E-05,1.02539E-01
-9.746000E-05,1.61133E-01
-9.745680E-05,1.31836E-01
-9.745360E-05,1.31836E-01
-9.745040E-05,1.12305E-01
-9.744720E-05,1.12305E-01
-9.744400E-05,1.12305E-01
-9.744080E-05,1.41602E-01
-9.743760E-05,1.22070E-01
-9.743440E-05,1.41602E-01
