in s,C2 in V
-1.757352E-04,4.24805E-01
-1.757320E-04,4.44336E-01
-1.757288E-04,4.73633E-01
-1.757256E-04,4.44336E-01
-1.757224E-04,5.02930E-01
-1.757192E-04,4.44336E-01
-1.757160E-04,4.54102E-01
-1.757128E-04,4.44336E-01
-1.757096E-04,4.44336E-01
-1.757064E-04,4.34570E-01
-1.757032E-04,4.54102E-01
-1.757000E-04,4.44336E-01
-1.756968E-04,4.73633E-01
-1.756936E-04,4.73633E-01
-1.756904E-04,4.24805E-01
-1.756872E-04,4.54102E-01
-1.756840E-04,5.02930E-01
-1.756808E-04,4.34570E-01
-1.756776E-04,4.44336E-01
-1.756744E-04,4.63867E-01
-1.756712E-04,4.44336E-01
-1.756680E-04,4.63867E-01
-1.756648E-04,4.73633E-01
-1.756616E-04,4.34570E-01
-1.756584E-04,4.83398E-01
-1.756552E-04,4.63867E-01
-1.756520E-04,4.63867E-01
-1.756488E-04,4.63867E-01
-1.756456E-04,4.44336E-01
-1.756424E-04,4.63867E-01
-1.756392E-04,4.24805E-01
-1.756360E-04,4.54102E-01
-1.756328E-04,4.73633E-01
-1.756296E-04,4.63867E-01
-1.756264E-04,4.24805E-01
-1.756232E-04,4.34570E-01
-1.756200E-04,4.44336E-01
-1.756168E-04,4.34570E-01
-1.756136E-04,4.24805E-01
-1.756104E-04,4.73633E-01
-1.756072E-04,4.44336E-01
-1.756040E-04,4.54102E-01
-1.756008E-04,4.44336E-01
-1.755976E-04,4.83398E-01
-1.755944E-04,4.24805E-01
-1.755912E-04,4.54102E-01
-1.755880E-04,4.54102E-01
-1.755848E-04,4.93164E-01
-1.755816E-04,4.44336E-01
-1.755784E-04,4.63867E-01
-1.755752E-04,4.24805E-01
-1.755720E-04,4.34570E-01
-1.755688E-04,4.54102E-01
-1.755656E-04,4.24805E-01
-1.755624E-04,4.54102E-01
-1.755592E-04,4.93164E-01
-1.755560E-04,4.54102E-01
-1.755528E-04,4.15039E-01
-1.755496E-04,4.54102E-01
-1.755464E-04,4.63867E-01
-1.755432E-04,4.44336E-01
-1.755400E-04,4.63867E-01
-1.755368E-04,4.44336E-01
-1.755336E-04,4.63867E-01
-1.755304E-04,4.54102E-01
-1.755272E-04,4.73633E-01
-1.755240E-04,4.54102E-01
-1.755208E-04,4.63867E-01
-1.755176E-04,4.44336E-01
-1.755144E-04,4.34570E-01
-1.755112E-04,4.63867E-01
-1.755080E-04,4.93164E-01
-1.755048E-04,4.24805E-01
-1.755016E-04,4.44336E-01
-1.754984E-04,4.44336E-01
-1.754952E-04,4.54102E-01
-1.754920E-04,4.44336E-01
-1.754888E-04,4.34570E-01
-1.754856E-04,4.34570E-01
-1.754824E-04,4.54102E-01
-1.754792E-04,4.54102E-01
-1.754760E-04,4.54102E-01
-1.754728E-04,4.83398E-01
-1.754696E-04,4.34570E-01
-1.754664E-04,4.63867E-01
-1.754632E-04,4.63867E-01
-1.754600E-04,4.63867E-01
-1.754568E-04,4.63867E-01
-1.754536E-04,4.63867E-01
-1.754504E-04,4.63867E-01
-1.754472E-04,4.34570E-01
-1.754440E-04,4.83398E-01
-1.754408E-04,4.54102E-01
-1.754376E-04,4.44336E-01
-1.754344E-04,4.15039E-01
-1.754312E-04,4.63867E-01
-1.754280E-04,4.44336E-01
-1.754248E-04,4.63867E-01
-1.754216E-04,4.24805E-01
-1.754184E-04,4.63867E-01
-1.754152E-04,4.44336E-01
-1.754120E-04,4.63867E-01
-1.754088E-04,4.73633E-01
-1.754056E-04,4.44336E-01
-1.754024E-04,4.54102E-01
-1.753992E-04,4.63867E-01
-1.753960E-04,4.54102E-01
-1.753928E-04,4.63867E-01
-1.753896E-04,4.73633E-01
-1.753864E-04,4.34570E-01
-1.753832E-04,4.54102E-01
-1.753800E-04,4.44336E-01
-1.753768E-04,4.54102E-01
-1.753736E-04,4.54102E-01
-1.753704E-04,4.15039E-01
-1.753672E-04,4.73633E-01
-1.753640E-04,4.73633E-01
-1.753608E-04,4.63867E-01
-1.753576E-04,4.34570E-01
-1.753544E-04,4.34570E-01
-1.753512E-04,4.24805E-01
-1.753480E-04,5.02930E-01
-1.753448E-04,4.63867E-01
-1.753416E-04,4.83398E-01
-1.753384E-04,4.44336E-01
-1.753352E-04,4.63867E-01
-1.753320E-04,4.63867E-01
-1.753288E-04,4.54102E-01
-1.753256E-04,4.54102E-01
-1.753224E-04,4.63867E-01
-1.753192E-04,4.54102E-01
-1.753160E-04,4.44336E-01
-1.753128E-04,4.54102E-01
-1.753096E-04,4.44336E-01
-1.753064E-04,4.73633E-01
-1.753032E-04,4.54102E-01
-1.753000E-04,4.73633E-01
-1.752968E-04,4.34570E-01
-1.752936E-04,4.44336E-01
-1.752904E-04,4.15039E-01
-1.752872E-04,3.95508E-01
-1.752840E-04,4.44336E-01
-1.752808E-04,4.34570E-01
-1.752776E-04,4.63867E-01
-1.752744E-04,4.24805E-01
-1.752712E-04,4.73633E-01
-1.752680E-04,4.83398E-01
-1.752648E-04,4.63867E-01
-1.752616E-04,4.54102E-01
-1.752584E-04,4.34570E-01
-1.752552E-04,4.44336E-01
-1.752520E-04,4.54102E-01
-1.752488E-04,4.54102E-01
-1.752456E-04,4.63867E-01
-1.752424E-04,4.54102E-01
-1.752392E-04,4.63867E-01
-1.752360E-04,4.24805E-01
-1.752328E-04,4.54102E-01
-1.752296E-04,4.54102E-01
-1.752264E-04,4.73633E-01
-1.752232E-04,4.44336E-01
-1.752200E-04,4.54102E-01
-1.752168E-04,4.44336E-01
-1.752136E-04,4.63867E-01
-1.752104E-04,4.54102E-01
-1.752072E-04,4.63867E-01
-1.752040E-04,4.44336E-01
-1.752008E-04,4.63867E-01
-1.751976E-04,4.54102E-01
-1.751944E-04,4.63867E-01
-1.751912E-04,4.44336E-01
-1.751880E-04,4.63867E-01
-1.751848E-04,4.44336E-01
-1.751816E-04,4.63867E-01
-1.751784E-04,4.54102E-01
-1.751752E-04,4.44336E-01
-1.751720E-04,4.54102E-01
-1.751688E-04,4.34570E-01
-1.751656E-04,4.54102E-01
-1.751624E-04,4.63867E-01
-1.751592E-04,4.63867E-01
-1.751560E-04,4.44336E-01
-1.751528E-04,4.54102E-01
-1.751496E-04,4.73633E-01
-1.751464E-04,4.63867E-01
-1.751432E-04,5.02930E-01
-1.751400E-04,4.54102E-01
-1.751368E-04,4.34570E-01
-1.751336E-04,4.05273E-01
-1.751304E-04,4.44336E-01
-1.751272E-04,4.54102E-01
-1.751240E-04,4.93164E-01
-1.751208E-04,4.44336E-01
-1.751176E-04,4.34570E-01
-1.751144E-04,4.44336E-01
-1.751112E-04,4.83398E-01
-1.751080E-04,4.54102E-01
-1.751048E-04,4.63867E-01
-1.751016E-04,4.05273E-01
-1.750984E-04,4.63867E-01
-1.750952E-04,4.44336E-01
-1.750920E-04,4.34570E-01
-1.750888E-04,4.54102E-01
-1.750856E-04,4.54102E-01
-1.750824E-04,4.05273E-01
-1.750792E-04,4.34570E-01
-1.750760E-04,4.44336E-01
-1.750728E-04,4.34570E-01
-1.750696E-04,4.15039E-01
-1.750664E-04,4.44336E-01
-1.750632E-04,4.44336E-01
-1.750600E-04,4.63867E-01
-1.750568E-04,4.24805E-01
-1.750536E-04,4.63867E-01
-1.750504E-04,4.34570E-01
-1.750472E-04,4.54102E-01
-1.750440E-04,4.44336E-01
-1.750408E-04,4.63867E-01
-1.750376E-04,4.24805E-01
-1.750344E-04,4.44336E-01
-1.750312E-04,4.54102E-01
-1.750280E-04,4.15039E-01
-1.750248E-04,4.54102E-01
-1.750216E-04,4.63867E-01
-1.750184E-04,4.24805E-01
-1.750152E-04,4.63867E-01
-1.750120E-04,4.54102E-01
-1.750088E-04,4.54102E-01
-1.750056E-04,4.54102E-01
-1.750024E-04,4.44336E-01
-1.749992E-04,4.15039E-01
-1.749960E-04,4.63867E-01
-1.749928E-04,4.54102E-01
-1.749896E-04,4.05273E-01
-1.749864E-04,4.24805E-01
-1.749832E-04,4.63867E-01
-1.749800E-04,4.73633E-01
-1.749768E-04,4.83398E-01
-1.749736E-04,4.15039E-01
-1.749704E-04,4.24805E-01
-1.749672E-04,4.54102E-01
-1.749640E-04,4.34570E-01
-1.749608E-04,4.15039E-01
-1.749576E-04,4.54102E-01
-1.749544E-04,4.15039E-01
-1.749512E-04,4.63867E-01
-1.749480E-04,4.63867E-01
-1.749448E-04,4.24805E-01
-1.749416E-04,4.44336E-01
-1.749384E-04,4.34570E-01
-1.749352E-04,4.24805E-01
-1.749320E-04,4.54102E-01
-1.749288E-04,4.05273E-01
-1.749256E-04,4.54102E-01
-1.749224E-04,4.05273E-01
-1.749192E-04,4.83398E-01
-1.749160E-04,4.83398E-01
-1.749128E-04,4.24805E-01
-1.749096E-04,4.44336E-01
-1.749064E-04,4.63867E-01
-1.749032E-04,4.54102E-01
-1.749000E-04,4.54102E-01
-1.748968E-04,4.24805E-01
-1.748936E-04,4.24805E-01
-1.748904E-04,4.34570E-01
-1.748872E-04,4.24805E-01
-1.748840E-04,4.34570E-01
-1.748808E-04,4.63867E-01
-1.748776E-04,4.34570E-01
-1.748744E-04,4.63867E-01
-1.748712E-04,4.44336E-01
-1.748680E-04,4.34570E-01
-1.748648E-04,4.44336E-01
-1.748616E-04,4.63867E-01
-1.748584E-04,4.34570E-01
-1.748552E-04,4.63867E-01
-1.748520E-04,4.54102E-01
-1.748488E-04,4.44336E-01
-1.748456E-04,4.05273E-01
-1.748424E-04,4.63867E-01
-1.748392E-04,4.44336E-01
-1.748360E-04,4.54102E-01
-1.748328E-04,4.34570E-01
-1.748296E-04,4.93164E-01
-1.748264E-04,4.63867E-01
-1.748232E-04,4.63867E-01
-1.748200E-04,4.44336E-01
-1.748168E-04,4.54102E-01
-1.748136E-04,4.73633E-01
-1.748104E-04,4.93164E-01
-1.748072E-04,4.15039E-01
-1.748040E-04,4.44336E-01
-1.748008E-04,4.34570E-01
-1.747976E-04,4.24805E-01
-1.747944E-04,4.63867E-01
-1.747912E-04,4.63867E-01
-1.747880E-04,4.15039E-01
-1.747848E-04,4.34570E-01
-1.747816E-04,4.44336E-01
-1.747784E-04,4.54102E-01
-1.747752E-04,4.44336E-01
-1.747720E-04,4.44336E-01
-1.747688E-04,4.54102E-01
-1.747656E-04,4.63867E-01
-1.747624E-04,4.63867E-01
-1.747592E-04,4.54102E-01
-1.747560E-04,4.24805E-01
-1.747528E-04,4.15039E-01
-1.747496E-04,4.44336E-01
-1.747464E-04,4.63867E-01
-1.747432E-04,4.44336E-01
-1.747400E-04,4.63867E-01
-1.747368E-04,4.44336E-01
-1.747336E-04,4.44336E-01
-1.747304E-04,4.34570E-01
-1.747272E-04,4.34570E-01
-1.747240E-04,4.15039E-01
-1.747208E-04,4.63867E-01
-1.747176E-04,4.63867E-01
-1.747144E-04,4.54102E-01
-1.747112E-04,4.44336E-01
-1.747080E-04,4.93164E-01
-1.747048E-04,4.44336E-01
-1.747016E-04,4.54102E-01
-1.746984E-04,4.54102E-01
-1.746952E-04,4.54102E-01
-1.746920E-04,4.44336E-01
-1.746888E-04,4.44336E-01
-1.746856E-04,4.15039E-01
-1.746824E-04,4.54102E-01
-1.746792E-04,4.44336E-01
-1.746760E-04,4.63867E-01
-1.746728E-04,4.34570E-01
-1.746696E-04,4.44336E-01
-1.746664E-04,4.24805E-01
-1.746632E-04,4.54102E-01
-1.746600E-04,4.73633E-01
-1.746568E-04,4.63867E-01
-1.746536E-04,4.54102E-01
-1.746504E-04,4.63867E-01
-1.746472E-04,4.54102E-01
-1.746440E-04,4.34570E-01
-1.746408E-04,4.15039E-01
-1.746376E-04,4.34570E-01
-1.746344E-04,4.05273E-01
-1.746312E-04,4.63867E-01
-1.746280E-04,4.34570E-01
-1.746248E-04,4.34570E-01
-1.746216E-04,4.54102E-01
-1.746184E-04,4.63867E-01
-1.746152E-04,4.05273E-01
-1.746120E-04,4.44336E-01
-1.746088E-04,4.73633E-01
-1.746056E-04,4.63867E-01
-1.746024E-04,4.24805E-01
-1.745992E-04,4.34570E-01
-1.745960E-04,4.05273E-01
-1.745928E-04,4.63867E-01
-1.745896E-04,4.34570E-01
-1.745864E-04,4.24805E-01
-1.745832E-04,4.44336E-01
-1.745800E-04,4.24805E-01
-1.745768E-04,4.54102E-01
-1.745736E-04,4.34570E-01
-1.745704E-04,4.54102E-01
-1.745672E-04,4.34570E-01
-1.745640E-04,4.44336E-01
-1.745608E-04,4.63867E-01
-1.745576E-04,4.44336E-01
-1.745544E-04,4.34570E-01
-1.745512E-04,4.54102E-01
-1.745480E-04,4.24805E-01
-1.745448E-04,4.15039E-01
-1.745416E-04,4.54102E-01
-1.745384E-04,4.05273E-01
-1.745352E-04,4.73633E-01
-1.745320E-04,4.54102E-01
-1.745288E-04,4.44336E-01
-1.745256E-04,4.54102E-01
-1.745224E-04,4.34570E-01
-1.745192E-04,4.24805E-01
-1.745160E-04,4.54102E-01
-1.745128E-04,4.54102E-01
-1.745096E-04,4.63867E-01
-1.745064E-04,4.24805E-01
-1.745032E-04,4.63867E-01
-1.745000E-04,4.34570E-01
-1.744968E-04,4.63867E-01
-1.744936E-04,4.44336E-01
-1.744904E-04,4.63867E-01
-1.744872E-04,4.24805E-01
-1.744840E-04,4.34570E-01
-1.744808E-04,4.44336E-01
-1.744776E-04,4.44336E-01
-1.744744E-04,4.83398E-01
-1.744712E-04,4.54102E-01
-1.744680E-04,4.24805E-01
-1.744648E-04,4.63867E-01
-1.744616E-04,4.44336E-01
-1.744584E-04,4.34570E-01
-1.744552E-04,4.44336E-01
-1.744520E-04,4.34570E-01
-1.744488E-04,4.15039E-01
-1.744456E-04,4.63867E-01
-1.744424E-04,4.44336E-01
-1.744392E-04,4.24805E-01
-1.744360E-04,4.73633E-01
-1.744328E-04,4.63867E-01
-1.744296E-04,4.24805E-01
-1.744264E-04,4.44336E-01
-1.744232E-04,4.15039E-01
-1.744200E-04,4.34570E-01
-1.744168E-04,4.05273E-01
-1.744136E-04,4.63867E-01
-1.744104E-04,4.54102E-01
-1.744072E-04,4.44336E-01
-1.744040E-04,4.15039E-01
-1.744008E-04,4.34570E-01
-1.743976E-04,4.54102E-01
-1.743944E-04,4.54102E-01
-1.743912E-04,4.44336E-01
-1.743880E-04,4.34570E-01
-1.743848E-04,4.24805E-01
-1.743816E-04,4.63867E-01
-1.743784E-04,4.24805E-01
-1.743752E-04,4.34570E-01
-1.743720E-04,4.54102E-01
-1.743688E-04,4.34570E-01
-1.743656E-04,4.44336E-01
-1.743624E-04,4.34570E-01
-1.743592E-04,4.54102E-01
-1.743560E-04,4.24805E-01
-1.743528E-04,4.54102E-01
-1.743496E-04,4.63867E-01
-1.743464E-04,4.54102E-01
-1.743432E-04,4.34570E-01
-1.743400E-04,4.15039E-01
-1.743368E-04,4.15039E-01
-1.743336E-04,4.05273E-01
-1.743304E-04,4.34570E-01
-1.743272E-04,4.24805E-01
-1.743240E-04,4.44336E-01
-1.743208E-04,4.15039E-01
-1.743176E-04,4.63867E-01
-1.743144E-04,4.44336E-01
-1.743112E-04,4.63867E-01
-1.743080E-04,4.54102E-01
-1.743048E-04,4.44336E-01
-1.743016E-04,4.24805E-01
-1.742984E-04,4.44336E-01
-1.742952E-04,4.73633E-01
-1.742920E-04,4.54102E-01
-1.742888E-04,4.54102E-01
-1.742856E-04,4.44336E-01
-1.742824E-04,3.95508E-01
-1.742792E-04,4.34570E-01
-1.742760E-04,4.24805E-01
-1.742728E-04,4.34570E-01
-1.742696E-04,4.54102E-01
-1.742664E-04,4.34570E-01
-1.742632E-04,4.63867E-01
-1.742600E-04,4.73633E-01
-1.742568E-04,4.05273E-01
-1.742536E-04,4.63867E-01
-1.742504E-04,4.34570E-01
-1.742472E-04,4.73633E-01
-1.742440E-04,4.05273E-01
-1.742408E-04,4.54102E-01
-1.742376E-04,4.73633E-01
-1.742344E-04,4.73633E-01
-1.742312E-04,4.44336E-01
-1.742280E-04,4.34570E-01
-1.742248E-04,4.34570E-01
-1.742216E-04,4.63867E-01
-1.742184E-04,4.44336E-01
-1.742152E-04,4.44336E-01
-1.742120E-04,4.15039E-01
-1.742088E-04,4.34570E-01
-1.742056E-04,4.15039E-01
-1.742024E-04,4.63867E-01
-1.741992E-04,4.24805E-01
-1.741960E-04,4.44336E-01
-1.741928E-04,4.34570E-01
-1.741896E-04,4.63867E-01
-1.741864E-04,4.34570E-01
-1.741832E-04,4.34570E-01
-1.741800E-04,4.24805E-01
-1.741768E-04,4.34570E-01
-1.741736E-04,4.54102E-01
-1.741704E-04,4.34570E-01
-1.741672E-04,4.15039E-01
-1.741640E-04,4.63867E-01
-1.741608E-04,4.05273E-01
-1.741576E-04,4.44336E-01
-1.741544E-04,4.44336E-01
-1.741512E-04,4.63867E-01
-1.741480E-04,4.24805E-01
-1.741448E-04,4.54102E-01
-1.741416E-04,4.34570E-01
-1.741384E-04,4.15039E-01
-1.741352E-04,4.44336E-01
-1.741320E-04,4.34570E-01
-1.741288E-04,4.05273E-01
-1.741256E-04,4.34570E-01
-1.741224E-04,4.54102E-01
-1.741192E-04,4.15039E-01
-1.741160E-04,4.34570E-01
-1.741128E-04,4.54102E-01
-1.741096E-04,4.44336E-01
-1.741064E-04,4.44336E-01
-1.741032E-04,4.24805E-01
-1.741000E-04,4.24805E-01
-1.740968E-04,4.54102E-01
-1.740936E-04,4.05273E-01
-1.740904E-04,4.54102E-01
-1.740872E-04,4.34570E-01
-1.740840E-04,3.95508E-01
-1.740808E-04,4.24805E-01
-1.740776E-04,4.44336E-01
-1.740744E-04,4.34570E-01
-1.740712E-04,4.05273E-01
-1.740680E-04,4.44336E-01
-1.740648E-04,4.05273E-01
-1.740616E-04,4.44336E-01
-1.740584E-04,4.83398E-01
-1.740552E-04,4.05273E-01
-1.740520E-04,4.54102E-01
-1.740488E-04,4.34570E-01
-1.740456E-04,4.24805E-01
-1.740424E-04,4.24805E-01
-1.740392E-04,4.44336E-01
-1.740360E-04,4.34570E-01
-1.740328E-04,4.24805E-01
-1.740296E-04,4.93164E-01
-1.740264E-04,4.44336E-01
-1.740232E-04,4.44336E-01
-1.740200E-04,4.24805E-01
-1.740168E-04,4.63867E-01
-1.740136E-04,4.15039E-01
-1.740104E-04,4.54102E-01
-1.740072E-04,4.54102E-01
-1.740040E-04,4.34570E-01
-1.740008E-04,4.54102E-01
-1.739976E-04,4.44336E-01
-1.739944E-04,4.05273E-01
-1.739912E-04,4.63867E-01
-1.739880E-04,4.24805E-01
-1.739848E-04,4.34570E-01
-1.739816E-04,4.24805E-01
-1.739784E-04,4.44336E-01
-1.739752E-04,4.44336E-01
-1.739720E-04,4.54102E-01
-1.739688E-04,4.54102E-01
-1.739656E-04,4.54102E-01
-1.739624E-04,3.75977E-01
-1.739592E-04,4.54102E-01
-1.739560E-04,4.54102E-01
-1.739528E-04,4.54102E-01
-1.739496E-04,4.54102E-01
-1.739464E-04,4.73633E-01
-1.739432E-04,4.34570E-01
-1.739400E-04,4.24805E-01
-1.739368E-04,4.54102E-01
-1.739336E-04,4.44336E-01
-1.739304E-04,4.15039E-01
-1.739272E-04,4.24805E-01
-1.739240E-04,4.34570E-01
-1.739208E-04,4.63867E-01
-1.739176E-04,4.54102E-01
-1.739144E-04,4.54102E-01
-1.739112E-04,4.34570E-01
-1.739080E-04,4.63867E-01
-1.739048E-04,4.15039E-01
-1.739016E-04,4.24805E-01
-1.738984E-04,4.54102E-01
-1.738952E-04,4.34570E-01
-1.738920E-04,4.24805E-01
-1.738888E-04,4.54102E-01
-1.738856E-04,4.44336E-01
-1.738824E-04,4.34570E-01
-1.738792E-04,3.95508E-01
-1.738760E-04,4.34570E-01
-1.738728E-04,4.24805E-01
-1.738696E-04,4.44336E-01
-1.738664E-04,4.73633E-01
-1.738632E-04,4.54102E-01
-1.738600E-04,4.54102E-01
-1.738568E-04,4.54102E-01
-1.738536E-04,4.24805E-01
-1.738504E-04,4.34570E-01
-1.738472E-04,4.34570E-01
-1.738440E-04,4.24805E-01
-1.738408E-04,4.15039E-01
-1.738376E-04,4.34570E-01
-1.738344E-04,4.24805E-01
-1.738312E-04,4.63867E-01
-1.738280E-04,4.44336E-01
-1.738248E-04,4.05273E-01
-1.738216E-04,4.54102E-01
-1.738184E-04,4.44336E-01
-1.738152E-04,4.44336E-01
-1.738120E-04,4.63867E-01
-1.738088E-04,4.15039E-01
-1.738056E-04,4.63867E-01
-1.738024E-04,4.24805E-01
-1.737992E-04,4.44336E-01
-1.737960E-04,4.54102E-01
-1.737928E-04,4.63867E-01
-1.737896E-04,4.15039E-01
-1.737864E-04,4.54102E-01
-1.737832E-04,4.63867E-01
-1.737800E-04,4.63867E-01
-1.737768E-04,4.44336E-01
-1.737736E-04,4.63867E-01
-1.737704E-04,4.54102E-01
-1.737672E-04,4.54102E-01
-1.737640E-04,4.63867E-01
-1.737608E-04,4.44336E-01
-1.737576E-04,4.15039E-01
-1.737544E-04,4.63867E-01
-1.737512E-04,4.24805E-01
-1.737480E-04,4.54102E-01
-1.737448E-04,4.34570E-01
-1.737416E-04,4.34570E-01
-1.737384E-04,4.44336E-01
-1.737352E-04,4.34570E-01
-1.737320E-04,4.24805E-01
-1.737288E-04,4.24805E-01
-1.737256E-04,4.44336E-01
-1.737224E-04,4.15039E-01
-1.737192E-04,4.24805E-01
-1.737160E-04,4.73633E-01
-1.737128E-04,4.54102E-01
-1.737096E-04,4.54102E-01
-1.737064E-04,4.34570E-01
-1.737032E-04,4.34570E-01
-1.737000E-04,4.24805E-01
-1.736968E-04,4.63867E-01
-1.736936E-04,4.34570E-01
-1.736904E-04,4.44336E-01
-1.736872E-04,3.95508E-01
-1.736840E-04,4.63867E-01
-1.736808E-04,3.95508E-01
-1.736776E-04,4.44336E-01
-1.736744E-04,4.15039E-01
-1.736712E-04,4.34570E-01
-1.736680E-04,4.05273E-01
-1.736648E-04,4.24805E-01
-1.736616E-04,4.15039E-01
-1.736584E-04,4.44336E-01
-1.736552E-04,4.34570E-01
-1.736520E-04,4.44336E-01
-1.736488E-04,4.34570E-01
-1.736456E-04,4.63867E-01
-1.736424E-04,4.63867E-01
-1.736392E-04,4.34570E-01
-1.736360E-04,4.54102E-01
-1.736328E-04,4.34570E-01
-1.736296E-04,4.54102E-01
-1.736264E-04,4.24805E-01
-1.736232E-04,4.15039E-01
-1.736200E-04,4.34570E-01
-1.736168E-04,4.24805E-01
-1.736136E-04,4.24805E-01
-1.736104E-04,4.15039E-01
-1.736072E-04,4.54102E-01
-1.736040E-04,4.44336E-01
-1.736008E-04,4.73633E-01
-1.735976E-04,4.54102E-01
-1.735944E-04,4.83398E-01
-1.735912E-04,4.15039E-01
-1.735880E-04,4.63867E-01
-1.735848E-04,4.54102E-01
-1.735816E-04,4.54102E-01
-1.735784E-04,4.05273E-01
-1.735752E-04,4.54102E-01
-1.735720E-04,4.63867E-01
-1.735688E-04,4.44336E-01
-1.735656E-04,4.44336E-01
-1.735624E-04,4.63867E-01
-1.735592E-04,4.44336E-01
-1.735560E-04,4.63867E-01
-1.735528E-04,4.24805E-01
-1.735496E-04,4.54102E-01
-1.735464E-04,4.54102E-01
-1.735432E-04,4.44336E-01
-1.735400E-04,4.05273E-01
-1.735368E-04,4.15039E-01
-1.735336E-04,4.24805E-01
-1.735304E-04,4.34570E-01
-1.735272E-04,4.73633E-01
-1.735240E-04,4.24805E-01
-1.735208E-04,4.44336E-01
-1.735176E-04,4.34570E-01
-1.735144E-04,4.34570E-01
-1.735112E-04,4.34570E-01
-1.735080E-04,4.34570E-01
-1.735048E-04,4.15039E-01
-1.735016E-04,4.15039E-01
-1.734984E-04,4.54102E-01
-1.734952E-04,4.15039E-01
-1.734920E-04,4.54102E-01
-1.734888E-04,3.85742E-01
-1.734856E-04,4.34570E-01
-1.734824E-04,4.15039E-01
-1.734792E-04,4.63867E-01
-1.734760E-04,4.15039E-01
-1.734728E-04,4.05273E-01
-1.734696E-04,4.24805E-01
-1.734664E-04,4.34570E-01
-1.734632E-04,4.54102E-01
-1.734600E-04,4.34570E-01
-1.734568E-04,4.54102E-01
-1.734536E-04,4.34570E-01
-1.734504E-04,4.54102E-01
-1.734472E-04,4.24805E-01
-1.734440E-04,4.34570E-01
-1.734408E-04,4.24805E-01
-1.734376E-04,4.05273E-01
-1.734344E-04,4.63867E-01
-1.734312E-04,4.24805E-01
-1.734280E-04,4.54102E-01
-1.734248E-04,4.44336E-01
-1.734216E-04,4.24805E-01
-1.734184E-04,4.05273E-01
-1.734152E-04,4.15039E-01
-1.734120E-04,4.24805E-01
-1.734088E-04,4.44336E-01
-1.734056E-04,4.34570E-01
-1.734024E-04,4.44336E-01
-1.733992E-04,3.95508E-01
-1.733960E-04,4.24805E-01
-1.733928E-04,4.05273E-01
-1.733896E-04,4.34570E-01
-1.733864E-04,4.44336E-01
-1.733832E-04,4.34570E-01
-1.733800E-04,4.44336E-01
-1.733768E-04,4.44336E-01
-1.733736E-04,4.05273E-01
-1.733704E-04,4.54102E-01
-1.733672E-04,4.54102E-01
-1.733640E-04,4.24805E-01
-1.733608E-04,4.24805E-01
-1.733576E-04,4.44336E-01
-1.733544E-04,4.44336E-01
-1.733512E-04,4.15039E-01
-1.733480E-04,4.24805E-01
-1.733448E-04,4.34570E-01
-1.733416E-04,4.44336E-01
-1.733384E-04,4.63867E-01
-1.733352E-04,4.34570E-01
-1.733320E-04,4.34570E-01
-1.733288E-04,4.15039E-01
-1.733256E-04,4.34570E-01
-1.733224E-04,4.44336E-01
-1.733192E-04,4.24805E-01
-1.733160E-04,4.34570E-01
-1.733128E-04,4.44336E-01
-1.733096E-04,4.54102E-01
-1.733064E-04,4.73633E-01
-1.733032E-04,4.15039E-01
-1.733000E-04,4.73633E-01
-1.732968E-04,4.44336E-01
-1.732936E-04,4.34570E-01
-1.732904E-04,3.95508E-01
-1.732872E-04,4.54102E-01
-1.732840E-04,4.15039E-01
-1.732808E-04,4.34570E-01
-1.732776E-04,4.54102E-01
-1.732744E-04,4.24805E-01
-1.732712E-04,4.54102E-01
-1.732680E-04,4.24805E-01
-1.732648E-04,4.44336E-01
-1.732616E-04,4.34570E-01
-1.732584E-04,4.73633E-01
-1.732552E-04,4.34570E-01
-1.732520E-04,4.24805E-01
-1.732488E-04,4.24805E-01
-1.732456E-04,4.54102E-01
-1.732424E-04,4.34570E-01
-1.732392E-04,4.44336E-01
-1.732360E-04,4.44336E-01
-1.732328E-04,4.05273E-01
-1.732296E-04,4.24805E-01
-1.732264E-04,4.05273E-01
-1.732232E-04,4.34570E-01
-1.732200E-04,4.54102E-01
-1.732168E-04,4.44336E-01
-1.732136E-04,4.05273E-01
-1.732104E-04,4.44336E-01
-1.732072E-04,4.15039E-01
-1.732040E-04,4.44336E-01
-1.732008E-04,4.54102E-01
-1.731976E-04,4.34570E-01
-1.731944E-04,4.24805E-01
-1.731912E-04,4.05273E-01
-1.731880E-04,4.44336E-01
-1.731848E-04,4.34570E-01
-1.731816E-04,4.05273E-01
-1.731784E-04,4.15039E-01
-1.731752E-04,4.05273E-01
-1.731720E-04,4.34570E-01
-1.731688E-04,4.44336E-01
-1.731656E-04,4.34570E-01
-1.731624E-04,4.44336E-01
-1.731592E-04,4.24805E-01
-1.731560E-04,4.24805E-01
-1.731528E-04,4.24805E-01
-1.731496E-04,3.95508E-01
-1.731464E-04,4.44336E-01
-1.731432E-04,4.34570E-01
-1.731400E-04,4.63867E-01
-1.731368E-04,4.15039E-01
-1.731336E-04,4.44336E-01
-1.731304E-04,4.15039E-01
-1.731272E-04,4.44336E-01
-1.731240E-04,4.54102E-01
-1.731208E-04,4.05273E-01
-1.731176E-04,4.83398E-01
-1.731144E-04,4.24805E-01
-1.731112E-04,4.34570E-01
-1.731080E-04,4.63867E-01
-1.731048E-04,4.73633E-01
